species,marker,n_sequences,max_intra,min_inter,gap_exists,gap_width,p_overlap,q_overlap,median_intra,median_inter,intra_95,inter_5,percentile_gap,robust_gap,n_congeners_in_db,min_congeneric,congeneric_gap,congeneric_p_overlap,congeneric_q_overlap,n_diagnostic_sites,sampling_adequacy,taxonomic_resolution,gap_may_be_undersampling_artifact,error_msg,assignment_risk,recommended_threshold
Glyptothorax sinensis,COI,10,0.17719552609776304,0.0115990057995029,FALSE,-0.16559652029826014,0.8222,0.8916,0.10646230323115162,0.11070836785418393,0.1769884009942005,0.01636288318144159,-0.1606255178127589,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Gnathopogon herzensteini,COI,8,0.17895608947804473,0.008802816901408451,FALSE,-0.1701532725766363,0.8214,0.9196,0.10573736536868268,0.10925849212924607,0.17860915492957746,0.015534382767191384,-0.16307477216238608,FALSE,2,0.00010356255178127589,-0.17885252692626344,1,0.76,0,low,genus_or_higher,FALSE,NA,high,0.97
Gnathopogon imberbis,COI,14,0.25621375310687655,0.005695940347970174,FALSE,-0.2505178127589064,0.9451,0.9978,0.13463131731565867,0.11474730737365368,0.21059444904722452,0.01708782104391052,-0.193506628003314,FALSE,2,0.00010356255178127589,-0.25611019055509526,1,0.9774,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Gnathopogon taeniellus,COI,11,0.25880281690140844,0.005903065451532726,FALSE,-0.2528997514498757,0.9818,0.9951,0.1756420878210439,0.14157000828500416,0.2566176470588235,0.07269573322286661,-0.1839219138359569,FALSE,2,0.0017605633802816902,-0.25704225352112675,0.9818,0.9835,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Gobiobotia filifer,COI,84,0.1795774647887324,0.009009942004971003,FALSE,-0.17056752278376142,0.3675,0.9606,0.0016570008285004142,0.09475973487986744,0.17874896437448218,0.025062137531068767,-0.15368682684341342,FALSE,1,0.006317315658657829,-0.17326014913007456,0.3675,1,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Gobiobotia meridionalis,COI,16,0.10811930405965203,0.007870753935376968,FALSE,-0.10024855012427507,0.5,0.7075,0.05437033968516984,0.09776304888152444,0.10791217895608948,0.015948632974316486,-0.091963545981773,FALSE,1,0.006317315658657829,-0.1018019884009942,0.5833,0.9226,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Gobiocypris rarus,COI,14,0.18972659486329743,0.011391880695940349,FALSE,-0.17833471416735708,0.7363,0.9457,0.1185791217895609,0.11547224523612262,0.17916321458160728,0.029308202154101078,-0.1498550124275062,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Gymnodiptychus pachycheilus,COI,80,0.25693869096934546,0.0076636288318144155,FALSE,-0.24927506213753103,0.7082,0.9993,0.13773819386909694,0.10925849212924607,0.17709196354598178,0.029204639602319803,-0.14788732394366197,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Harpadon nehereus,COI,150,0.1795774647887324,0.007249378624689312,FALSE,-0.1723280861640431,0.7526,0.9866,0.07166528583264292,0.09455260977630489,0.1056338028169014,0.017605633802816902,-0.0880281690140845,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Hemibagrus macropterus,COI,57,0.17823115161557582,0.00807787903893952,FALSE,-0.1701532725766363,0.7055,0.9714,0.09895401822700911,0.10294117647058823,0.1103976801988401,0.017709196354598177,-0.09268848384424191,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Hemibarbus labeo,COI,102,0.25538525269262635,0.0022783761391880694,FALSE,-0.2531068765534383,0.8707,0.9988,0.0992129246064623,0.10987986743993372,0.1743993371996686,0.01936619718309859,-0.15503314001657,FALSE,3,2.0712510356255177e-4,-0.2551781275890638,0.9911,0.9984,0,high,genus_or_higher,FALSE,NA,high,0.97
Hemibarbus longirostris,COI,10,0.17926677713338857,0.007870753935376968,FALSE,-0.1713960231980116,0.8667,0.9485,0.10138773819386909,0.10749792874896437,0.17889395194697597,0.017294946147473074,-0.1615990057995029,FALSE,3,0.005592377796188898,-0.17367439933719966,0.8667,0.9852,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Hemibarbus maculatus,COI,25,0.20992129246064622,0.0015534382767191384,FALSE,-0.2083678541839271,0.9267,0.995,0.09683098591549295,0.10345898922949462,0.16518227009113504,0.014084507042253521,-0.1510977630488815,FALSE,3,4.1425020712510354e-4,-0.20950704225352113,0.9633,0.9933,0,high,genus_or_higher,FALSE,NA,high,0.97
Hemibarbus medius,COI,8,0.09973073736536868,0.007870753935376968,FALSE,-0.09185998342999172,0.5714,0.3388,0.09900579950289976,0.10967274233637117,0.0996271748135874,0.01387738193869097,-0.08574979287489644,FALSE,3,2.0712510356255177e-4,-0.09952361226180613,0.9286,0.4644,0,low,genus_or_higher,FALSE,NA,high,0.97
Hemiculter leucisculus,COI,721,0.260149130074565,0.0017605633802816902,FALSE,-0.25838856669428334,0.9184,0.9999,0.03572908036454018,0.10169842584921293,0.13773819386909694,0.018951946975973487,-0.11878624689312345,FALSE,1,0.0015534382767191384,-0.25859569179784586,0.9215,1,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Hemiculter tchangi,COI,33,0.14633388566694283,0.0017605633802816902,FALSE,-0.14457332228666114,0.767,0.9056,0.08740679370339685,0.09227423363711681,0.14074150787075393,0.016570008285004142,-0.12417149958574979,FALSE,1,0.0015534382767191384,-0.1447804473902237,0.767,0.9927,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Hemiculterella sauvagei,COI,42,0.17636702568351284,0.003003314001657001,FALSE,-0.17336371168185583,0.8757,0.9693,0.061412593206296606,0.10024855012427507,0.1267605633802817,0.014084507042253521,-0.11267605633802817,FALSE,1,0.003728251864125932,-0.17263877381938691,0.8641,0.9624,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Hemiculterella wui,COI,71,0.17781690140845072,0.0035211267605633804,FALSE,-0.17429577464788734,0.1614,0.9435,4.1425020712510354e-4,0.10780861640430821,0.10884424192212096,0.02009113504556752,-0.08875310687655344,FALSE,1,0.003728251864125932,-0.1740886495443248,0.161,1,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Hemisalanx brachyrostralis,COI,10,0.17905965202982602,0.004763877381938691,FALSE,-0.1742957746478873,0.7778,0.9596,0.10542667771333886,0.10677299088649544,0.17874896437448218,0.019055509527754765,-0.15969345484672742,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Homatula potanini,COI,12,0.09890223695111848,0.010252692626346312,FALSE,-0.08864954432477216,0.7727,0.3439,0.05110811930405965,0.11319386909693455,0.0927920463960232,0.035413214581607295,-0.05737883181441591,FALSE,1,0.006938690969345485,-0.09196354598177299,0.7727,0.6176,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Homatula variegata,COI,17,0.2503106876553438,0.0071458160729080365,FALSE,-0.24316487158243577,0.875,0.9987,0.1114850869925435,0.11464374482187241,0.20583057166528584,0.028169014084507043,-0.1776615575807788,FALSE,1,0.006938690969345485,-0.24337199668599832,0.8824,1,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Hucho bleekeri,COI,10,0.17854183927091963,0.00579950289975145,FALSE,-0.17274233637116818,0.7111,0.9204,0.12572493786246894,0.11174399337199668,0.17810687655343826,0.029101077050538524,-0.14900579950289974,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Huso gueldenstaedtii,COI,154,0.20981772990886496,7.249378624689313e-4,FALSE,-0.20909279204639603,0.9622,0.997,0.09683098591549295,0.10635874067937034,0.17854183927091963,0.018019884009942005,-0.16052195526097762,FALSE,3,0.00010356255178127589,-0.20971416735708368,0.9969,0.9999,0,high,genus_or_higher,FALSE,NA,high,0.97
Huso nudiventris,COI,25,0.18061309030654515,0.001035625517812759,FALSE,-0.1795774647887324,0.8933,0.9701,0.06990472245236122,0.09817729908864954,0.1641466445733223,0.016259320629660314,-0.14788732394366197,FALSE,3,6.213753106876554e-4,-0.1799917149958575,0.9267,0.9944,0,high,genus_or_higher,FALSE,NA,high,0.97
Huso ruthenus,COI,103,0.20971416735708368,8.285004142502071e-4,FALSE,-0.20888566694283348,0.9463,0.9976,0.10097348798674399,0.10801574150787076,0.16072908036454017,0.019055509527754765,-0.14167357083678542,FALSE,3,0.00010356255178127589,-0.2096106048053024,0.9945,0.9999,0,high,genus_or_higher,FALSE,NA,high,0.97
Huso stellatus,COI,260,0.20950704225352113,0.001035625517812759,FALSE,-0.20847141673570838,0.814,0.9991,0.08429991714995858,0.10780861640430821,0.12572493786246894,0.03003314001657001,-0.09569179784589893,FALSE,3,7.249378624689313e-4,-0.2087821043910522,0.8898,0.9998,0,high,genus_or_higher,FALSE,NA,high,0.97
Hypophthalmichthys molitrix,COI,437,0.21054266777133387,5.178127589063795e-4,FALSE,-0.21002485501242749,0.9667,0.9928,0.09838442419221209,0.11029411764705882,0.17719552609776304,0.017812758906379452,-0.15938276719138358,FALSE,1,0.00010356255178127589,-0.21043910521955259,0.9979,0.9999,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Hypophthalmichthys nobilis,COI,78,0.19386909693454846,7.249378624689313e-4,FALSE,-0.19314415907207952,0.9514,0.9847,0.05157415078707539,0.10149130074565037,0.11420878210439107,0.013566694283347142,-0.10064208782104393,FALSE,1,0.00010356255178127589,-0.19376553438276717,0.991,0.994,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Hyporhamphus intermedius,COI,13,0.10987986743993372,0.010977630488815244,FALSE,-0.09890223695111848,0.4615,0.7056,0.008958160729080365,0.09589892294946148,0.10726491300745647,0.016673570836785417,-0.09059134217067105,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Hypostomus plecostomus,COI,25,0.10749792874896437,0.01108119304059652,FALSE,-0.09641673570836785,0.66,0.6783,0.03345070422535211,0.09330985915492958,0.10647783761391881,0.01584507042253521,-0.0906327671913836,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Ictalurus punctatus,COI,189,0.20277547638773818,0.008699254349627174,FALSE,-0.194076222038111,0.6981,0.9929,0.0992129246064623,0.10211267605633803,0.17201739850869927,0.015430820215410108,-0.15658657829328915,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Ictiobus cyprinellus,COI,22,0.17843827671913837,0.007456503728251864,FALSE,-0.17098177299088652,0.6364,0.9546,0.10646230323115162,0.10708367854183927,0.17807580778790388,0.014705882352941176,-0.1633699254349627,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Ilisha elongata,COI,166,0.20236122618061309,0.006835128417564209,FALSE,-0.19552609776304888,0.6365,0.9854,0.10863711681855841,0.14654101077050538,0.1735708367854184,0.01936619718309859,-0.1542046396023198,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Jinshaia abbreviata,COI,15,0.17771333885666943,3.106876553438277e-4,FALSE,-0.1774026512013256,0.9714,0.9376,0.05727009113504557,0.11019055509527755,0.17543496271748135,0.026097763048881523,-0.14933719966859982,FALSE,1,2.0712510356255177e-4,-0.17750621375310688,0.9905,0.987,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Jinshaia sinensis,COI,36,0.17833471416735708,0.0022783761391880694,FALSE,-0.176056338028169,0.8762,0.9513,0.09983429991714995,0.10584092792046396,0.1757456503728252,0.01688069594034797,-0.15886495443247722,FALSE,1,2.0712510356255177e-4,-0.17812758906379453,0.9778,0.9963,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Konosirus punctatus,COI,48,0.21064623032311516,0.007870753935376968,FALSE,-0.20277547638773818,0.6463,0.9957,0.01936619718309859,0.09372410936205468,0.11588649544324772,0.01563794531897266,-0.10024855012427505,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Labeo calbasu,COI,183,0.18661971830985916,0.002899751449875725,FALSE,-0.18371996685998343,0.8807,0.992,0.014498757249378625,0.09217067108533554,0.09434548467274234,0.014291632145816073,-0.08005385252692626,FALSE,2,0.002899751449875725,-0.18371996685998343,0.8807,0.998,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Labeo catla,COI,300,0.20039353769676885,5.178127589063795e-4,FALSE,-0.19987572493786246,0.976,0.9975,0.07321872410936206,0.09372410936205468,0.10646230323115162,0.015223695111847556,-0.09123860811930407,FALSE,2,6.213753106876554e-4,-0.1997721623860812,0.9709,0.9996,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Labeo rohita,COI,558,0.21074979287489642,0.001035625517812759,FALSE,-0.20971416735708368,0.9675,0.9989,0.06980115990057995,0.09548467274233637,0.12261806130903065,0.015327257663628831,-0.10729080364540182,FALSE,2,6.213753106876554e-4,-0.21012841756420877,0.9745,1,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Lateolabrax japonicus,COI,97,0.2603562551781276,0.0071458160729080365,FALSE,-0.25321043910521956,0.8458,0.9996,0.07239022369511185,0.09776304888152444,0.17864540182270092,0.01739850869925435,-0.16124689312344656,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Lepisosteus oculatus,COI,75,0.20722866611433305,0.006317315658657829,FALSE,-0.2009113504556752,0.8058,0.9966,0.10687655343827672,0.10791217895608948,0.17709196354598178,0.02972245236122618,-0.1473695111847556,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Lepomis cyanellus,COI,64,0.19096934548467273,0.01004556752278376,FALSE,-0.18092377796188897,0.69,0.9844,0.09952361226180613,0.10615161557580778,0.18144159072079535,0.016052195526097764,-0.16538939519469759,FALSE,2,0.007767191383595692,-0.18320215410107704,0.69,0.9985,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Lepomis gibbosus,COI,96,0.20981772990886496,0.008285004142502071,FALSE,-0.20153272576636289,0.5825,0.9953,0.021023198011599006,0.0996271748135874,0.11837199668599835,0.016259320629660314,-0.10211267605633803,FALSE,2,0.007352941176470588,-0.20246478873239437,0.6169,1,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Lepomis macrochirus,COI,70,0.17854183927091963,0.007767191383595692,FALSE,-0.17077464788732394,0.6915,0.9614,0.021333885666942835,0.10138773819386909,0.12809652029824536,0.015948632974316486,-0.11214788732392889,FALSE,2,0.007352941176470588,-0.17118889809444904,0.7101,0.9538,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Leptobotia bellacauda,COI,5,0.17512427506213754,0.007249378624689312,FALSE,-0.16787489643744824,0.8,0.8946,0.12220381110190555,0.11277961888980945,0.17512427506213754,0.027236951118475558,-0.147887323943662,FALSE,10,0.00579950289975145,-0.1693247721623861,0.8,0.8752,0,low,genus_or_higher,FALSE,NA,high,0.97
Leptobotia citrauratea,COI,17,0.12355012427506214,0.007456503728251864,FALSE,-0.11609362054681027,0.5294,0.6364,0.12303231151615576,0.10138773819386909,0.12344656172328086,0.02899751449875725,-0.09444904722452362,FALSE,10,0.003935376967688484,-0.11961474730737365,0.5809,0.7757,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Leptobotia elongata,COI,30,0.17729908864954433,0.006317315658657829,FALSE,-0.1709817729908865,0.7885,0.9078,0.0996271748135874,0.10770505385252693,0.17678127589063794,0.016570008285004142,-0.1602112676056338,FALSE,10,4.1425020712510354e-4,-0.17688483844241923,0.908,0.9896,0,high,genus_or_higher,FALSE,NA,high,0.97
Leptobotia hengyangensis,COI,6,0.1224109362054681,0.006317315658657829,FALSE,-0.11609362054681027,0.5333,0.6581,0.1215824357912179,0.10252692626346313,0.1223384424192212,0.02671913835956918,-0.09561930405965202,FALSE,10,0.004246064623032311,-0.11816487158243578,0.8,0.7318,0,low,genus_or_higher,FALSE,NA,high,0.97
Leptobotia microphthalma,COI,22,0.1769884009942005,0.005695940347970174,FALSE,-0.17129246064623033,0.7576,0.9502,0.10014498757249378,0.10459817729908864,0.17559030654515329,0.016777133388566696,-0.15881317315658658,FALSE,10,4.1425020712510354e-4,-0.1765741507870754,0.9481,0.9906,0,high,genus_or_higher,FALSE,NA,high,0.97
Leptobotia pellegrini,COI,14,0.17833471416735708,0.004246064623032311,FALSE,-0.17408864954432476,0.9341,0.9386,0.10086992543496272,0.10666942833471417,0.1767294946147473,0.020608947804473903,-0.1561205468102734,FALSE,10,0.003935376967688484,-0.1743993371996686,0.9341,0.9986,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Leptobotia rubrilabris,COI,14,0.17729908864954433,0.004763877381938691,FALSE,-0.17253521126760563,0.6813,0.9205,0.009631317315658658,0.10708367854183927,0.17688483844241923,0.025787075393537695,-0.15109776304888153,FALSE,10,0.004246064623032311,-0.17305302402651201,0.8242,0.9875,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Leptobotia taeniops,COI,19,0.17812758906379453,0.004349627174813587,FALSE,-0.17377796188898095,0.8538,0.937,0.10035211267605634,0.10646230323115162,0.17626346313173158,0.0171913835956918,-0.15907207953603977,FALSE,10,0.0025890637945318973,-0.17553852526926264,0.883,0.9982,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Leptobotia tientainensis,COI,10,0.1224109362054681,0.003935376967688484,FALSE,-0.11847555923777961,0.9111,0.6887,0.09900579950289976,0.10335542667771334,0.1224109362054681,0.018848384424192212,-0.10356255178127588,FALSE,10,0.0011391880695940347,-0.12127174813587406,0.9111,0.777,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Lepturichthys fimbriatus,COI,75,0.06462303231151616,0.0035211267605633804,FALSE,-0.061101905550952774,0.6966,0.1573,0.010252692626346312,0.09900579950289976,0.06410521955260978,0.017812758906379452,-0.04629246064623033,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Leuciscus aspius,COI,55,0.11671499585749792,0.006213753106876553,FALSE,-0.11050124275062137,0.5576,0.8604,0.0076636288318144155,0.09310273405136703,0.10892709196354597,0.014084507042253521,-0.09484258492129245,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Liobagrus aequilabris,COI,26,0.10449461474730737,0.0035211267605633804,FALSE,-0.10097348798674399,0.52,0.5891,0.10366611433305717,0.10273405136702568,0.10418392709196354,0.016673570836785417,-0.08751035625517813,FALSE,6,0.0016570008285004142,-0.10283761391880696,0.5631,0.6036,0,high,genus_or_higher,FALSE,NA,high,0.97
Liobagrus anguillicauda,COI,17,0.25642087821043913,0.0031068765534382767,FALSE,-0.25331400165700085,0.7941,0.9982,0.10423570836785417,0.10615161557580778,0.17968102734051367,0.016673570836785417,-0.16300745650372825,FALSE,6,0.003003314001657001,-0.25341756420878214,0.7941,0.9925,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Liobagrus kingi,COI,7,0.25838856669428334,0.008285004142502071,FALSE,-0.2501035625517813,0.9524,0.9926,0.20867854183927093,0.14695526097763048,0.25807787903893953,0.05519884009942005,-0.20287903893951947,FALSE,6,0.00010356255178127589,-0.25828500414250205,1,0.989,0,low,genus_or_higher,FALSE,NA,high,0.97
Liobagrus marginatoides,COI,12,0.25652444076222036,0.0016570008285004142,FALSE,-0.25486743993371996,0.9091,0.998,0.10294117647058823,0.106980115990058,0.18281379453189725,0.016052195526097764,-0.16676159900579948,FALSE,6,7.249378624689313e-4,-0.25579950289975145,0.9091,0.9924,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Liobagrus marginatus,COI,30,0.17709196354598178,0.006213753106876553,FALSE,-0.17087821043910523,0.577,0.9416,0.10408036454018227,0.10480530240265121,0.17584921292460645,0.016984258492129246,-0.1588649544324772,FALSE,6,0.00010356255178127589,-0.1769884009942005,0.9678,0.9329,0,high,genus_or_higher,FALSE,NA,high,0.97
Liobagrus nigricauda,COI,7,0.25921706710853354,0.01004556752278376,FALSE,-0.24917149958574977,0.9524,0.995,0.20816072908036454,0.16176470588235295,0.25890637945318973,0.0790182270091135,-0.17988815244407624,FALSE,6,7.249378624689313e-4,-0.25849212924606463,0.9524,0.9986,0,low,genus_or_higher,FALSE,NA,high,0.97
Liobagrus styani,COI,12,0.17864540182270092,0.001864125932062966,FALSE,-0.17678127589063794,0.8636,0.9567,0.10330364540182271,0.10573736536868268,0.17763566694283348,0.016777133388566696,-0.16085853355426677,FALSE,6,9.32062966031483e-4,-0.17771333885666943,0.8636,0.9571,0,moderate,genus_or_higher,FALSE,NA,high,0.97
